Contrato;Modalidade;Status;Placa;Reserva;Grupo Reserva;Grupo Retirada;Canal Venda;Retirada;Loja RET;Devolução;Loja DEV;Diárias;Total do Período;Upgrade/Upsell;Região Retirada;Região Devolução
20311751;Eventual;Aberto;RTH5F28;MV1KQWGQ72BR;FX;H;WebServices (XML);21/03/2023 12:30;RECIFE AEROPORTO;27/03/2023 14:00;RECIFE AEROPORTO;6.0;1.239,64;Upgrade;RAC_NORDESTE;RAC_NORDESTE
20312735;Eventual;Aberto;GIB9D27;MV23A0AFW0BR;BS;QX;Portal Empresa;21/03/2023 15:03;UBERLÂNDIA AEROPORTO;23/03/2023 18:00;UBERLÂNDIA AEROPORTO;2.0;628,05;UpSell;RAC_MG;RAC_MG
20312956;Eventual;Aberto;RUH1D70;MV1UFTABN0BR;HX;HX;Call Center;21/03/2023 15:40;BELO HORIZONTE PAMPULHA ANTONIO CARLOS;27/03/2023 15:30;BELO HORIZONTE AEROPORTO CONFINS;6.0;1.602,38;UpSell;RAC_MG;RAC_MG
20313033;Eventual;Aberto;RUQ7F06;MV1MFXD75HBR;D;H;Mobile;21/03/2023 15:45;BELÉM AEROPORTO;27/03/2023 15:45;BELÉM AEROPORTO;6.0;1.065,71;Upgrade;RAC_NORTE;RAC_NORTE
20313228;Eventual;Aberto;EAT7J25;MV2CINVWQYBR;BX;D;Portal Agência;21/03/2023 16:15;BELO HORIZONTE - PRADO - TERESA CRISTINA;27/03/2023 18:00;BELO HORIZONTE - PRADO - TERESA CRISTINA;6.0;1.752,24;UpSell;RAC_MG;RAC_MG
20313240;Eventual;Aberto;GIE1C75;MV1MT9TOMGBR;D;H;WebServices (XML);21/03/2023 15:20;MANAUS AEROPORTO;27/03/2023 15:20;MANAUS AEROPORTO;6.0;1.149,72;Upgrade;RAC_NORTE;RAC_NORTE
20313288;Eventual;Aberto;RTL4G48;MV1LGNTTFRBR;C;D;Call Center;21/03/2023 16:15;GOIÂNIA AEROPORTO;27/03/2023 16:00;GOIÂNIA AEROPORTO;6.0;904,98;Upgrade;RAC_CO;RAC_CO
20313850;Eventual;Aberto;RKU6J31;MV1RE7I5GBBR;F;G;Mobile;21/03/2023 17:35;CONTAGEM;27/03/2023 16:00;CONTAGEM;6.0;1.334,39;Upgrade;RAC_MG;RAC_MG
20314420;Eventual;Aberto;RUE1C55;MV27XQ8LP6BR;H;QX;Loja - Walk in;21/03/2023 18:48;SÃO PAULO - AVENIDA ARICANDUVA;27/03/2023 18:48;SÃO PAULO - AVENIDA ARICANDUVA;6.0;2.348,26;UpSell;RAC_SP_ZL_ABC_VP;RAC_SP_ZL_ABC_VP
20314733;Eventual;Aberto;RJQ7D39;MV258J9VMDBR;H;HX;Portal Empresa;21/03/2023 18:45;CUIABA CENTRO;27/03/2023 19:00;CUIABA CENTRO;6.0;1.459,40;Upgrade;RAC_CO;RAC_CO
20314982;Eventual;Aberto;RUC9G05;MV1UJM7M1FBR;HW;QX;WebServices (XML);22/03/2023 17:07;CAMPO GRANDE CENTRO;27/03/2023 17:00;CAMPO GRANDE CENTRO;5.0;888,38;Upgrade;RAC_CO;RAC_CO
20315117;Eventual;Aberto;RTO7E91;MV1OCKQ1PUBR;F;H;WebServices (XML);21/03/2023 22:00;RIBEIRÃO PRETO AEROPORTO;27/03/2023 21:00;RIBEIRÃO PRETO AEROPORTO;6.0;1.037,79;Upgrade;RAC_MG;RAC_MG
20315374;Eventual;Aberto;GJD0F34;MV1JVGCCDABR;FX;H;WebServices (XML);22/03/2023 01:20;RIO DE JANEIRO - GALEÃO AEROPORTO;27/03/2023 20:20;RIO DE JANEIRO - GALEÃO AEROPORTO;6.0;798,93;Upgrade;RAC_ES_RJ_INTERIOR;RAC_ES_RJ_INTERIOR
20315447;Eventual;Aberto;GCX6C31;MV1KST73DNBR;BX;HX;Mobile;22/03/2023 02:56;CAMPO GRANDE AEROPORTO;27/03/2023 02:56;CAMPO GRANDE AEROPORTO;5.0;792,40;Upgrade;RAC_CO;RAC_CO
20316213;Eventual;Aberto;RUR5A95;MV2D4LX2CUBR;H;HW;Portal Agência;22/03/2023 08:30;SOROCABA SHOPPING PATIO CIANE;27/03/2023 09:00;SOROCABA SHOPPING PATIO CIANE;5.0;856,35;Upgrade;RAC_SP_INTERIOR;RAC_SP_INTERIOR
20316613;Eventual;Aberto;RTO7G91;MV1K5YJ915BR;D;H;Call Center;22/03/2023 09:20;RIO DE JANEIRO-SANTOS DUMONT AERO/MARINA GLORIA;27/03/2023 09:20;DUQUE DE CAXIAS;5.0;1.562,51;Upgrade;RAC_RJ_CAPITAL;RAC_ES_RJ_INTERIOR
20316649;Eventual;Aberto;RUQ7G02;MV1QQCT7E5BR;FX;H;Portal Empresa;22/03/2023 09:15;POUSO ALEGRE;27/03/2023 08:00;POUSO ALEGRE;5.0;834,28;Upgrade;RAC_MG;RAC_MG
20317184;Eventual;Aberto;RNO8J24;MV1KST6UETBR;BX;D;Parcerias;22/03/2023 09:30;CAMPO GRANDE AEROPORTO;27/03/2023 12:30;CAMPO GRANDE AEROPORTO;5.0;1.097,09;Upgrade;RAC_CO;RAC_CO
20317199;Eventual;Aberto;RXP5C41;MV1JLX47MHBR;HX;HY;Portal Agência;22/03/2023 10:15;SÃO PAULO - CONGONHAS AEROPORTO;27/03/2023 13:00;SÃO PAULO - CONGONHAS AEROPORTO;5.0;1.278,19;Upgrade;RAC_SP_CAPITAL;RAC_SP_CAPITAL
20317430;Eventual;Aberto;RJC7A85;MV1TVRVUIWBR;F;G;Mobile;22/03/2023 10:45;BELO HORIZONTE BARÃO HOMEM DE MELO;27/03/2023 18:00;BELO HORIZONTE BARÃO HOMEM DE MELO;6.0;1.212,94;Upgrade;RAC_MG;RAC_MG
20317585;Eventual;Aberto;RJD7D91;MV25I2HHDBBR;D;HX;Parcerias;22/03/2023 11:00;JOÃO PESSOA EPITÁCIO;27/03/2023 11:00;JOÃO PESSOA EPITÁCIO;5.0;1.303,22;Upgrade;RAC_NORDESTE;RAC_NORDESTE
20317845;Eventual;Aberto;RTX4E64;MV1JI4TVWEBR;D;H;Parcerias;22/03/2023 11:35;SALVADOR AEROPORTO;27/03/2023 14:35;SALVADOR AEROPORTO;5.0;813,79;Upgrade;RAC_BA_SE_AL;RAC_BA_SE_AL
20318186;Eventual;Aberto;RTO0H27;MV23T1O2EVBR;FX;H;Portal Empresa;22/03/2023 12:12;RECIFE CAXANGÁ;26/03/2023 10:00;RECIFE CAXANGÁ;4.0;580,00;Upgrade;RAC_NORDESTE;RAC_NORDESTE
20318237;Eventual;Aberto;RFY1D40;MV1MHTYX9TBR;FX;FY;Call Center;22/03/2023 12:20;NATAL AEROPORTO;27/03/2023 15:00;NATAL AEROPORTO;5.0;968,31;Upgrade;RAC_NORDESTE;RAC_NORDESTE
20318420;Eventual;Aberto;SHB7E37;MV1Q3I6NMIBR;D;HX;Mobile;22/03/2023 12:42;COTIA GRANJA VIANNA SHOPPING;27/03/2023 15:40;COTIA GRANJA VIANNA SHOPPING;5.0;1.792,34;Upgrade;RAC_SP_INTERIOR;RAC_SP_INTERIOR
20318891;Eventual;Aberto;EWC4J92;MV28FV02WDBR;F;HX;Portal Agência;22/03/2023 13:55;RIO DE JANEIRO - BARRA DA TIJUCA EXTRA;27/03/2023 13:55;RIO DE JANEIRO - BARRA DA TIJUCA EXTRA;5.0;1.230,73;UpSell;RAC_RJ_CAPITAL;RAC_RJ_CAPITAL
20318977;Eventual;Aberto;RMT7C78;MV1JRN20YLBR;D;FX;Website Movida;23/03/2023 08:09;SÃO BERNARDO DO CAMPO - ASSAI ANCHIETA;27/03/2023 17:00;SÃO BERNARDO DO CAMPO - ASSAI ANCHIETA;5.0;1.259,78;Upgrade;RAC_SP_ZL_ABC_VP;RAC_SP_ZL_ABC_VP
20318984;Eventual;Aberto;RTM1D19;MV1Q1LJEOKBR;F;FX;Loja - Walk in;22/03/2023 14:20;NITERÓI;23/03/2023 14:20;NITERÓI;1.0;251,14;UpSell;RAC_RJ_CAPITAL;RAC_RJ_CAPITAL
20319075;Eventual;Aberto;RIZ6F99;MV1PR3CA27BR;FX;HX;WebServices (XML);22/03/2023 14:20;BETIM;27/03/2023 17:00;BETIM;5.0;977,87;Upgrade;RAC_MG;RAC_MG
20319145;Eventual;Aberto;RTO0H93;MV1KQWGYW0BR;D;H;Website Movida;22/03/2023 14:31;RECIFE AEROPORTO;27/03/2023 14:30;RECIFE AEROPORTO;5.0;944,16;Upgrade;RAC_NORDESTE;RAC_NORDESTE
20319221;Eventual;Aberto;RUA1D49;MV1YXUBO7ABR;HW;HX;Call Center;22/03/2023 14:45;SÃO JOSÉ DO RIO PRETO AEROPORTO;27/03/2023 17:45;SÃO JOSÉ DO RIO PRETO AEROPORTO;5.0;1.957,53;Upgrade;RAC_SP_INTERIOR;RAC_SP_INTERIOR
20319388;Eventual;Aberto;RTX4C44;MV2XQ8386KBR;BX;HX;Call Center;22/03/2023 15:09;GOIÂNIA T63;27/03/2023 16:10;GOIÂNIA T63;5.0;1.254,34;Upgrade;RAC_CO;RAC_CO
20319654;Eventual;Aberto;RUF1F93;MV25AFX4QHBR;H;HW;Parcerias;22/03/2023 15:55;SÃO CAETANO DO SUL;27/03/2023 18:55;SÃO CAETANO DO SUL;5.0;933,63;UpSell;;
20319691;Eventual;Aberto;SDU3E86;MV1K5YIRLQBR;QX;KE;Mobile;22/03/2023 16:00;RIO DE JANEIRO-SANTOS DUMONT AERO/MARINA GLORIA;24/03/2023 16:00;RIO DE JANEIRO-SANTOS DUMONT AERO/MARINA GLORIA;2.0;799,46;Upgrade;RAC_RJ_CAPITAL;RAC_RJ_CAPITAL
20319820;Eventual;Aberto;EXD9F96;MV1JLWWJ4DBR;FY;HX;Call Center;23/03/2023 09:00;SÃO PAULO - CONGONHAS AEROPORTO;27/03/2023 12:00;SÃO PAULO - CONGONHAS AEROPORTO;4.0;1.150,73;Upgrade;RAC_SP_CAPITAL;RAC_SP_CAPITAL
20319980;Eventual;Aberto;RTX4D71;MV1SBK9G57BR;AX;HX;WebServices (XML);22/03/2023 16:45;FLORIANÓPOLIS AEROPORTO;27/03/2023 19:45;FLORIANÓPOLIS AEROPORTO;5.0;1.331,76;Upgrade;RAC_SUL_RS_SC;RAC_SUL_RS_SC
20320176;Eventual;Aberto;RUR4J71;MV1JI4V119BR;H;HW;Call Center;22/03/2023 17:05;SALVADOR AEROPORTO;27/03/2023 16:30;SALVADOR AEROPORTO;5.0;1.352,52;Upgrade;RAC_BA_SE_AL;RAC_BA_SE_AL
20320212;Eventual;Aberto;GBJ3C35;MV1JLX5SLGBR;BS;H;Portal Empresa;22/03/2023 17:15;SÃO PAULO - CONGONHAS AEROPORTO;27/03/2023 18:00;SÃO PAULO - NAÇÕES UNIDAS;5.0;885,00;Upgrade;RAC_SP_CAPITAL;RAC_SP_CAPITAL
20320214;Eventual;Aberto;RJQ7E35;MV28C2PFB1BR;HW;HX;Portal Empresa;22/03/2023 17:06;SÃO PAULO - SHOPPING DeD - BROOKLIN;27/03/2023 17:06;SÃO PAULO - SHOPPING DeD - BROOKLIN;5.0;1.183,84;Upgrade;RAC_SP_CAPITAL;RAC_SP_CAPITAL
20320357;Eventual;Aberto;RUG9I61;MV1S226MV8BR;FX;HX;Website Movida;22/03/2023 17:30;JOINVILLE AEROPORTO;27/03/2023 18:00;JOINVILLE AEROPORTO;5.0;1.434,94;UpSell;RAC_SUL_PR_SC;RAC_SUL_PR_SC
20320494;Eventual;Aberto;RTU2H45;MV1S05JH1EBR;BX;D;Loja - Walk in;22/03/2023 18:00;NAVEGANTES AEROPORTO;27/03/2023 18:00;NAVEGANTES AEROPORTO;5.0;1.214,05;Upgrade;RAC_SUL_PR_SC;RAC_SUL_PR_SC
20320867;Eventual;Aberto;RFH4J25;MV1JI4UFW7BR;D;FX;Call Center;22/03/2023 18:39;SALVADOR AEROPORTO;27/03/2023 18:00;SALVADOR AEROPORTO;5.0;785,23;Upgrade;RAC_BA_SE_AL;RAC_BA_SE_AL
20321285;Eventual;Aberto;ECU0H47;MV1S226S2SBR;FX;HX;Mobile;22/03/2023 20:12;JOINVILLE AEROPORTO;27/03/2023 20:00;JOINVILLE AEROPORTO;5.0;1.653,62;Upgrade;RAC_SUL_PR_SC;RAC_SUL_PR_SC
20321422;Eventual;Aberto;SHB7D91;MV1QB4Q887BR;BX;HX;Mobile;22/03/2023 19:58;BOA VISTA AEROPORTO;27/03/2023 20:30;MANAUS CENTRO;5.0;2.338,83;Upgrade;RAC_NORTE;RAC_NORTE
20321468;Eventual;Aberto;RNV0J17;MV2499S503BR;G;H;Mobile;22/03/2023 21:22;"Filial ID
POA    PORTO ALEGRE AEROPORTO
POA    PORTO ALEGRE AEROPORTO
Name: Loja, dtype: object";26/03/2023 23:30;"Filial ID
POA    PORTO ALEGRE AEROPORTO
POA    PORTO ALEGRE AEROPORTO
Name: Loja, dtype: object";4.0;828,13;Upgrade;"Filial ID
POA    RAC_SUL_RS_SC
POA    RAC_SUL_RS_SC
Name: Região, dtype: object";"Filial ID
POA    RAC_SUL_RS_SC
POA    RAC_SUL_RS_SC
Name: Região, dtype: object"
20321772;Eventual;Aberto;GIK6J56;MV1JNTK528BR;H;HX;WebServices (XML);23/03/2023 00:38;SÃO PAULO - GUARULHOS AEROPORTO;23/03/2023 17:49;COTIA GRANJA VIANNA SHOPPING;1.0;535,35;Upgrade;RAC_SP_ZL_ABC_VP;RAC_SP_INTERIOR
20321852;Eventual;Aberto;ECM0D32;MV1MHU1262BR;D;HX;WebServices (XML);23/03/2023 02:30;NATAL AEROPORTO;26/03/2023 14:00;NATAL AEROPORTO;4.0;1.090,95;Upgrade;RAC_NORDESTE;RAC_NORDESTE
20321931;Eventual;Aberto;RTL4F53;MV1KJAWQN7BR;C;H;WebServices (XML);23/03/2023 05:40;CAMPINAS AEROPORTO;27/03/2023 22:00;CAMPINAS AEROPORTO;5.0;949,50;Upgrade;RAC_SP_INTERIOR;RAC_SP_INTERIOR
20322119;Eventual;Aberto;RTW3H11;MV1KWMHLMPBR;BX;FX;Website Movida;23/03/2023 07:25;BRASILIA AEROPORTO;27/03/2023 08:30;BRASILIA AEROPORTO;4.0;743,98;Upgrade;RAC_CO;RAC_CO
20322566;Eventual;Aberto;GJQ8J27;MV1P81TMFDBR;FX;H;Mobile;23/03/2023 08:50;SANTO ANDRÉ;27/03/2023 07:00;SANTO ANDRÉ;4.0;840,45;Upgrade;RAC_SP_ZL_ABC_VP;RAC_SP_ZL_ABC_VP
20322924;Eventual;Aberto;RTX0J68;MV1JLWOFIWBR;HW;HX;Mobile;24/03/2023 19:33;SÃO PAULO - CONGONHAS AEROPORTO;26/03/2023 20:00;SÃO PAULO - CONGONHAS AEROPORTO;2.0;402,24;Upgrade;RAC_SP_CAPITAL;RAC_SP_CAPITAL
20323250;Eventual;Aberto;EOB3D45;MV1UJMJJXJBR;F;FX;Website Movida;23/03/2023 09:00;CAMPO GRANDE CENTRO;27/03/2023 13:00;CAMPO GRANDE CENTRO;4.0;1.276,80;Upgrade;RAC_CO;RAC_CO
20323594;Eventual;Aberto;RTL4I90;MV1KQWC86ABR;B;H;Website Movida;23/03/2023 10:25;RECIFE AEROPORTO;27/03/2023 11:00;RECIFE AEROPORTO;4.0;823,42;Upgrade;RAC_NORDESTE;RAC_NORDESTE
20323615;Eventual;Aberto;RKU7B49;MV1OCKP8AOBR;G;HX;WebServices (XML);23/03/2023 10:30;RIBEIRÃO PRETO AEROPORTO;27/03/2023 17:00;RIBEIRÃO PRETO AEROPORTO;4.0;1.296,65;Upgrade;RAC_MG;RAC_MG
20323996;Eventual;Aberto;RKA7H72;MV1JVG66T9BR;H;HX;WebServices (XML);23/03/2023 11:10;RIO DE JANEIRO - GALEÃO AEROPORTO;27/03/2023 16:00;RIO DE JANEIRO - GALEÃO AEROPORTO;4.0;830,73;Upgrade;RAC_ES_RJ_INTERIOR;RAC_ES_RJ_INTERIOR
20324123;Eventual;Aberto;GJQ2G33;MV1KWMDXN0BR;H;HX;Website Movida;23/03/2023 11:20;BRASILIA AEROPORTO;27/03/2023 11:20;BRASILIA AEROPORTO;4.0;1.331,50;Upgrade;RAC_CO;RAC_CO
20324164;Eventual;Aberto;RTO1C91;MV1KHEDKYSBR;D;H;Call Center;23/03/2023 11:25;BARUERI ALPHAVILLE - RIO NEGRO;24/03/2023 12:00;BARUERI ALPHAVILLE - TAMBORE;1.0;118,00;Upgrade;RAC_SP_INTERIOR;RAC_SP_INTERIOR
20324467;Eventual;Aberto;RFV3C24;MV1Q3I6YL3BR;FX;HW;Parcerias;23/03/2023 12:05;COTIA GRANJA VIANNA SHOPPING;27/03/2023 11:30;COTIA GRANJA VIANNA SHOPPING;4.0;1.510,82;Upgrade;RAC_SP_INTERIOR;RAC_SP_INTERIOR
20324513;Eventual;Aberto;GFV9C35;MV1MHU13HRBR;G;H;Mobile;23/03/2023 12:10;NATAL AEROPORTO;26/03/2023 15:10;NATAL AEROPORTO;3.0;717,80;Upgrade;RAC_NORDESTE;RAC_NORDESTE
20324531;Eventual;Aberto;FGW1A45;MV1SBKC0WLBR;B;D;WebServices (XML);23/03/2023 12:10;FLORIANÓPOLIS AEROPORTO;27/03/2023 18:00;FLORIANÓPOLIS AEROPORTO;4.0;783,50;Upgrade;RAC_SUL_RS_SC;RAC_SUL_RS_SC
20324614;Eventual;Aberto;RUQ7F25;MV1KUPKOOABR;D;H;WebServices (XML);23/03/2023 12:30;SÃO LUÍS AEROPORTO;27/03/2023 16:00;SÃO LUÍS AEROPORTO;4.0;536,52;Upgrade;RAC_NORTE;RAC_NORTE
20324833;Eventual;Aberto;RUC5F19;MV1QGTLAHNBR;AX;QX;Parcerias;23/03/2023 12:34;PRESIDENTE PRUDENTE;27/03/2023 11:30;PRESIDENTE PRUDENTE;4.0;441,24;Upgrade;RAC_SP_INTERIOR;RAC_SP_INTERIOR
20324872;Eventual;Aberto;RTF0I65;MV1TVRW9AGBR;HW;HX;Mobile;23/03/2023 12:41;BELO HORIZONTE BARÃO HOMEM DE MELO;27/03/2023 15:40;BELO HORIZONTE BARÃO HOMEM DE MELO;4.0;1.149,79;Upgrade;RAC_MG;RAC_MG
20324911;Eventual;Aberto;RUH7I12;MV1Q983YFDBR;C;D;WebServices (XML);23/03/2023 12:44;RIO VERDE;27/03/2023 12:30;RIO VERDE;4.0;735,31;Upgrade;RAC_CO;RAC_CO
20325002;Eventual;Aberto;GGZ8F75;MV1MYYQL2WBR;BS;D;Portal Agência;23/03/2023 13:05;RIBEIRÃO PRETO CASTELO BRANCO;27/03/2023 14:00;RIBEIRÃO PRETO CASTELO BRANCO;4.0;840,90;Upgrade;RAC_MG;RAC_MG
20325151;Eventual;Aberto;RJG7G81;MV1OCKPRYDBR;F;G;WebServices (XML);23/03/2023 13:30;RIBEIRÃO PRETO AEROPORTO;27/03/2023 12:00;RIBEIRÃO PRETO AEROPORTO;4.0;697,31;Upgrade;RAC_MG;RAC_MG
20325379;Eventual;Aberto;RKV7H75;MV217N0W9WBR;H;HX;WebServices (XML);23/03/2023 13:35;PORTO SEGURO AEROPORTO;27/03/2023 13:00;PORTO SEGURO AEROPORTO;4.0;983,77;Upgrade;RAC_BA_SE_AL;RAC_BA_SE_AL
20325560;Eventual;Aberto;GJS5E37;MV24KOMMTDBR;FX;HX;WebServices (XML);23/03/2023 14:10;VITÓRIA AEROPORTO;27/03/2023 20:00;VITÓRIA AEROPORTO;4.0;983,20;Upgrade;RAC_ES_RJ_INTERIOR;RAC_ES_RJ_INTERIOR
20325621;Eventual;Aberto;RUG9J55;MV2XS4PODABR;FX;HX;Portal Agência;23/03/2023 14:15;IPATINGA - SHOPPING VALE DO AÇO;27/03/2023 13:30;IPATINGA - SHOPPING VALE DO AÇO;4.0;662,17;Upgrade;RAC_MG;RAC_MG
20325773;Eventual;Aberto;RUZ1G43;MV1TCQIP1MBR;HW;SS;Call Center;23/03/2023 14:45;FORTALEZA CENTRO;27/03/2023 14:00;FORTALEZA CENTRO;4.0;1.292,09;Upgrade;RAC_NORDESTE;RAC_NORDESTE
20326027;Eventual;Aberto;RTN0J20;MV1JLX61HQBR;D;H;Mobile;23/03/2023 15:20;SÃO PAULO - CONGONHAS AEROPORTO;27/03/2023 18:00;SÃO PAULO - GUARULHOS AEROPORTO;4.0;846,64;Upgrade;RAC_SP_CAPITAL;RAC_SP_ZL_ABC_VP
20326139;Eventual;Aberto;RTM2J72;MV1Q1LH0NCBR;FY;H;WebServices (XML);23/03/2023 15:31;NITERÓI;27/03/2023 15:00;NITERÓI;4.0;754,03;Upgrade;RAC_RJ_CAPITAL;RAC_RJ_CAPITAL
20326596;Eventual;Aberto;RTW2E80;MV1JNTPIBIBR;HW;HX;Portal Agência;23/03/2023 16:41;SÃO PAULO - GUARULHOS AEROPORTO;27/03/2023 16:00;SÃO PAULO - GUARULHOS AEROPORTO;4.0;804,38;Upgrade;RAC_SP_ZL_ABC_VP;RAC_SP_ZL_ABC_VP
20326832;Eventual;Aberto;ECS0A96;MV1JTJ86COBR;D;HX;WebServices (XML);23/03/2023 17:20;BELO HORIZONTE AEROPORTO CONFINS;27/03/2023 17:20;BELO HORIZONTE AEROPORTO CONFINS;4.0;845,08;UpSell;RAC_MG;RAC_MG
20327133;Eventual;Aberto;RUI7D79;MV1KQWIAD7BR;HW;SY;WebServices (XML);23/03/2023 18:04;RECIFE AEROPORTO;27/03/2023 13:00;RECIFE AEROPORTO;4.0;1.940,94;UpSell;RAC_NORDESTE;RAC_NORDESTE
20327161;Eventual;Aberto;RTM2J66;MV1TRYMAQBBR;BS;H;WebServices (XML);23/03/2023 17:59;PIRACICABA;27/03/2023 10:00;PIRACICABA;4.0;1.040,78;Upgrade;RAC_SP_INTERIOR;RAC_SP_INTERIOR
20327304;Eventual;Aberto;RTO8G15;MV1Q1LA17YBR;D;H;Parcerias;23/03/2023 18:25;NITERÓI;27/03/2023 18:00;NITERÓI;4.0;857,25;UpSell;RAC_RJ_CAPITAL;RAC_RJ_CAPITAL
20327399;Eventual;Aberto;FHE9B26;MV1KWME7L2BR;BX;D;Parcerias;23/03/2023 18:35;BRASILIA AEROPORTO;27/03/2023 20:00;BRASILIA AEROPORTO;4.0;528,87;Upgrade;RAC_CO;RAC_CO
20327410;Eventual;Aberto;RVT4A22;MV1KWMHR2YBR;QX;HW;Call Center;23/03/2023 18:36;BRASILIA AEROPORTO;24/03/2023 18:00;BRASILIA AEROPORTO;1.0;296,80;UpSell;RAC_CO;RAC_CO
20327551;Eventual;Aberto;RXP7B02;MV1JNTSH86BR;FX;QX;Portal Agência;23/03/2023 18:57;SÃO PAULO - GUARULHOS AEROPORTO;24/03/2023 19:00;NAVEGANTES AEROPORTO;1.0;207,96;Upgrade;RAC_SP_ZL_ABC_VP;RAC_SUL_PR_SC
20327654;Eventual;Aberto;RJT7G27;MV1P48NSUABR;FY;HX;Parcerias;25/03/2023 11:46;JUNDIAÍ;27/03/2023 12:00;JUNDIAÍ;2.0;767,83;Upgrade;RAC_SP_INTERIOR;RAC_SP_INTERIOR
20327780;Eventual;Aberto;RKT7D81;MV28C2OV4TBR;HW;HX;Mobile;24/03/2023 17:17;SÃO PAULO - SHOPPING DeD - BROOKLIN;27/03/2023 17:30;SÃO PAULO - SHOPPING CAMPO LIMPO;3.0;930,81;Upgrade;RAC_SP_CAPITAL;RAC_SP_CAPITAL
20327927;Eventual;Aberto;GDQ7H17;MV2D4LXJQ6BR;H;HX;Mobile;24/03/2023 10:36;SOROCABA SHOPPING PATIO CIANE;27/03/2023 12:00;SOROCABA SHOPPING PATIO CIANE;3.0;789,15;Upgrade;RAC_SP_INTERIOR;RAC_SP_INTERIOR
20327989;Eventual;Aberto;RXP5D61;MV1TO6D1UOBR;D;HY;Portal Empresa;25/02/2023 13:40;SÃO PAULO - JUSCELINO KUBITSCHEK;23/03/2023 13:40;SÃO PAULO - JUSCELINO KUBITSCHEK;26.0;3.068,08;Upgrade;RAC_SP_CAPITAL;RAC_SP_CAPITAL
20328022;Eventual;Aberto;RTO6C07;MV1SQS9TU5BR;FX;H;Mobile;23/03/2023 20:50;SÃO PAULO - RODOVIÁRIA TIETÊ;26/03/2023 22:00;SÃO PAULO - RODOVIÁRIA TIETÊ;3.0;647,54;Upgrade;RAC_SP_CAPITAL;RAC_SP_CAPITAL
20328102;Eventual;Aberto;RMW5A33;MV1JI4VI27BR;H;HX;Call Center;23/03/2023 21:10;SALVADOR AEROPORTO;27/03/2023 23:00;SALVADOR AEROPORTO;4.0;1.773,73;UpSell;RAC_BA_SE_AL;RAC_BA_SE_AL
20328219;Eventual;Aberto;CUN4H35;MV1MFXE1T4BR;D;FX;Mobile;23/03/2023 21:47;BELÉM AEROPORTO;27/03/2023 23:00;BELÉM AEROPORTO;4.0;639,11;Upgrade;RAC_NORTE;RAC_NORTE
20328398;Eventual;Aberto;RNO8I21;MV1JTJP6XVBR;F;FX;Portal Agência;23/03/2023 23:30;BELO HORIZONTE AEROPORTO CONFINS;27/03/2023 18:00;BELO HORIZONTE AEROPORTO CONFINS;4.0;736,81;Upgrade;RAC_MG;RAC_MG
20328435;Eventual;Aberto;RUQ7I17;MV1V9DV9IYBR;F;H;Mobile;24/03/2023 00:30;MACAPA AEROPORTO;27/03/2023 12:00;MACAPA AEROPORTO;4.0;692,16;Upgrade;RAC_NORTE;RAC_NORTE
20328481;Eventual;Aberto;RTF8A84;MV1KQWABUGBR;FY;H;WebServices (XML);24/03/2023 00:36;RECIFE AEROPORTO;27/03/2023 20:30;RECIFE AEROPORTO;4.0;993,92;Upgrade;RAC_NORDESTE;RAC_NORDESTE
20328509;Eventual;Aberto;RMI2D94;MV1JVGD3E0BR;FX;FY;Parcerias;24/03/2023 01:03;RIO DE JANEIRO - GALEÃO AEROPORTO;27/03/2023 20:00;RIO DE JANEIRO - GALEÃO AEROPORTO;4.0;733,33;Upgrade;RAC_ES_RJ_INTERIOR;RAC_ES_RJ_INTERIOR
20328550;Eventual;Aberto;RUL3A48;MV1MHTW23SBR;F;HW;WebServices (XML);24/03/2023 01:38;NATAL AEROPORTO;27/03/2023 15:30;NATAL AEROPORTO;4.0;953,61;Upgrade;RAC_NORDESTE;RAC_NORDESTE
20328654;Eventual;Aberto;GJQ2J04;MV1MFXE2LBBR;D;H;Mobile;24/03/2023 06:05;BELÉM AEROPORTO;27/03/2023 06:05;BELÉM AEROPORTO;3.0;543,32;Upgrade;RAC_NORTE;RAC_NORTE
20328751;Eventual;Aberto;RTO9I50;MV1JNTSND4BR;F;H;Loja - Walk in;24/03/2023 07:30;SÃO PAULO - GUARULHOS AEROPORTO;27/03/2023 10:30;SÃO PAULO - GUARULHOS AEROPORTO;3.0;746,39;UpSell;RAC_SP_ZL_ABC_VP;RAC_SP_ZL_ABC_VP
20328830;Eventual;Aberto;RTY1B64;MV2XCVLV4LBR;H;HX;Mobile;24/03/2023 14:10;SÃO PAULO - SÃO MIGUEL;27/03/2023 15:00;SÃO PAULO - AVENIDA ARICANDUVA;3.0;562,07;Upgrade;RAC_SP_ZL_ABC_VP;RAC_SP_ZL_ABC_VP
20329344;Eventual;Aberto;RJE7F72;MV1SWIEYB0BR;H;HX;Website Movida;24/03/2023 08:13;ANÁPOLIS;27/03/2023 08:30;ANÁPOLIS;3.0;834,93;UpSell;RAC_CO;RAC_CO
20329373;Eventual;Aberto;RTL5A17;MV1K09MTRHBR;D;H;Mobile;24/03/2023 16:55;FORTALEZA AEROPORTO;27/03/2023 17:00;FORTALEZA AEROPORTO;3.0;699,62;Upgrade;RAC_NORDESTE;RAC_NORDESTE
